title,phrase
US - Olaparib - RE3_PublishedData_PROfound,PROfound
US - Olaparib - RE3_PublishedData_PROfound,PROfound endpoints
US - Olaparib - RE3_PublishedData_PROfound,PROfound data
US - Olaparib - RE3_PublishedData_PROfound,olaparib prostate monotherapy
US - Olaparib - RE3_PublishedData_PROfound,PROfound endpoints data
US - Durvalumab - RE3_OngoingStudies_PAC4,Details on study design of PACIFIC 4
US - Durvalumab - RE3_OngoingStudies_PAC4,Tell me about the PAC4 study
US - Durvalumab - RE3_OngoingStudies_PAC4,imfinzi pac4
US - Durvalumab - RE3_OngoingStudies_PAC4,imfinzi pacific 4
US - Olaparib - EF4_ClinicalTrials_Reproduction_Ovarian_NonBRCA,Is there any data in LYNPARZA in patients with ovarian cancer who do not have a BRCA mutation?
US - Olaparib - EF4_ClinicalTrials_Reproduction_Ovarian_NonBRCA,Lynparza in non-BRCA ovarian cancer
US - Camizestrant - RE2_OngoingStudies,What is the clinical development plan for camizestrant
US - Camizestrant - RE2_OngoingStudies,What are the ongoing studies assessing camizestrant?
US - Durvalumab - RE3_PUBLISHEDDATA_LATIFY,LATIFY
US - Durvalumab - RE3_PUBLISHEDDATA_LATIFY,imfinzi LATIFY
US - Durvalumab - RE3_PUBLISHEDDATA_LATIFY,imfinzi LATIFY TIP
US - Durvalumab - RE3_PUBLISHEDDATA_LATIFY,imfinzi latify trial in progress
US - Durvalumab - RE3_PUBLISHEDDATA_LATIFY,imfinzi LATIFY asco 2023
US - Acalabrutinib - SA3_AdverseEvents_MostCommon,most common adverse events with acalabrutinib
US - Acalabrutinib - SA3_AdverseEvents_MostCommon,AEs reported in CLL and MCL trials
US - Acalabrutinib - SA3_AdverseEvents_MostCommon,AE with calquence in CLL
US - Acalabrutinib - SA3_AdverseEvents_MostCommon,AE with calquence in MCL
US - Acalabrutinib - SA3_AdverseEvents_MostCommon,What are the most common adverse events? Calquence
US - Olaparib - RE3_PublishedData_LUCY,LUCY
US - Olaparib - RE3_PublishedData_LUCY,LUCY study results
US - Olaparib - RE3_PublishedData_LUCY,LUCY results
US - Olaparib - RE3_PublishedData_LUCY,LUCY data
US - Olaparib - RE3_PublishedData_POLO,What is the efficacy and safety of Lynparza in the POLO trial?
US - Olaparib - RE3_PublishedData_POLO,POLO
US - Olaparib - RE3_PublishedData_POLO,POLO trial
US - Olaparib - RE3_PublishedData_POLO,POLO endpoints
US - Olaparib - RE3_PublishedData_POLO,POLO endpoints data
US - Olaparib - RE3_PublishedData_POLO,POLO data
US - T-DXd - DE1_Description,Tell me about Enhertu
US - Durvalumab - DO3_Variations_FixedDosing,What data is available to support the use of Imfinzi® (durvalumab) fixed dosing every 4 weeks?
US - Olaparib - CP2_MOA,What is the mechanism of action for Lynparza?
US - Olaparib - CP2_MOA,What is the mechanism of action for olaprib?
US - Olaparib - CP2_MOA,MOA of Lynparza
US - Olaparib - CP2_MOA,MOA of olaparib
US - Olaparib - CP2_MOA,mechanism of action for Lynparza
US - Olaparib - CP2_MOA,mechanism of action for olaparib
US - T-dxd - RE2_ParticipationOpportunity,How do I enroll my patients in ENHERTU clinical trials?
US - Osimertinib - IN2_Hepatic,Can I use Tagrisso in patients with hepatic impairment?
US - Osimertinib - IN2_Hepatic,Liver impairment
US - Osimertinib - IN2_Hepatic,Liver disease
US - Osimertinib - IN2_Hepatic,Hepatic disease
US - Osimertinib - SA4_AdverseEvents_Reproduction_Fertility,Can Tagrisso be used in patients with reproductive potential
US - Osimertinib - SA4_AdverseEvents_Reproduction_Fertility,fertility
US - Durvalumab - IN3_Hepatic_BTC,Imfinzi use in BTC (biliary tract carcinoma)
US - Durvalumab - IN3_Hepatic_BTC,Imfinzi use in biliary tract disease
US - Capivasertib - AD1_ADMINISTRATION,Capivasertib administration
US - Capivasertib - AD1_ADMINISTRATION,TRUQAP administration
US - Capivasertib - AD1_ADMINISTRATION,Capivasertib Dose
US - Capivasertib - AD1_ADMINISTRATION,Capivasertib dosing
US - Capivasertib - AD1_ADMINISTRATION,Capivasertib dosing schedule
US - Capivasertib - AD1_ADMINISTRATION,TRUQAP dose
US - Capivasertib - AD1_ADMINISTRATION,TRUQAP dosing
US - Capivasertib - AD1_ADMINISTRATION,TRUQAP dosing schedule
US - Osimertinib - CD3_Pathophysiology_EGFRm,How many patients with resectable disease will have EGFRm?
US - Durvalumab - AD3_Coadministration_Vaccines,Can you give Imfinzi® (durvalumab) with vaccines?
US - Durvalumab - AD3_Coadministration_Vaccines,Dimfinzi vaccine(s)
US - Durvalumab - ST1_StorageStability,What are the storage recommendations for Imfinzi® (durvalumab)?
US - Durvalumab - ST1_StorageStability,What are the allowed temperature excursions? Imfinzi
US - Durvalumab - ST1_StorageStability,Imfinzi BUD
US - Durvalumab - ST1_StorageStability,Imfinzi Beyond Use Date
US - Acalabrutinib - SS4_HCPSupport_Resources_PrescribingInformation,calquence tablet PI
US - Acalabrutinib - SS4_HCPSupport_Resources_PrescribingInformation,Calquence capsule PI
US - Acalabrutinib - SS4_HCPSupport_Resources_PrescribingInformation,calquence label information
US - Acalabrutinib - SS4_HCPSupport_Resources_PrescribingInformation,Calquence tablet Prescribing information (PI)
US - Acalabrutinib - SS4_HCPSupport_Resources_PrescribingInformation,Calquence capsule Prescribing information (PI)
US - Acalabrutinib - SS4_HCPSupport_Resources_PrescribingInformation,Calquence new formulation PI
US - T-DXd - ST1_StorageStability,How should ENHERTU be stored?
US - T-DXd - ST1_StorageStability,ENHERTU temperature excursion
US - Durvalumab - AD3_Timing_After42Days,Can you use Imfinzi® (durvalumab) more than 42 days after chemoradiotherapy?
US - Durvalumab - AD3_Timing_After42Days,What are the outcomes if you use durvalumab more than 42 days after chemoradiotherapy?
US - Acalabrutinib - DO4_Variations_Procedures_Surgery,dose adjustments of acalabrutinib before/after surgery?
US - Acalabrutinib - DO4_Variations_Procedures_Surgery,calquence dose modification after surgery
US - Acalabrutinib - DO4_Variations_Procedures_Surgery,calquence dose modifications before surgery
US - Acalabrutinib - DO4_Variations_Procedures_Surgery,Is there information on dose modification/adjustments of acalabrutinib before/after surgery?
US - T-DXd - AD3_Coadministration_Chloroquine,Enhertu use with chloroquine/hydroxychloroquine?
US - Olaparib - AD1_Administration,How is Lynparza administered?
US - Olaparib - AD1_Administration,Administration of olaparib
US - Olaparib - AD1_Administration,Olaparib administration
US - Olaparib - AD1_Administration,Lynparza administration
US - Olaparib - AD1_Administration,Dosing of Lymparza
US - Olaparib - AD1_Administration,Dosing of olaparib
US - Olaparib - AD1_Administration,olaparib dosage
US - Olaparib - AD1_Administration,Lynparza dosage
US - Olaparib - IN3_Procedures_Surgery,Is there any information on the timing of Lynparza administration around surgery?
US - Olaparib - IN3_Procedures_Surgery,"Should Lynparza be held prior to, or after surgery?"
US - Olaparib - IN3_Procedures_Surgery,Restarting Lynparza after surgery
US - Olaparib - IN3_Procedures_Surgery,Stopping Lynparza before surgery
US - Olaparib - IN3_Procedures_Surgery,Lynparza and surgery
US - Olaparib - IN3_Procedures_Surgery,Is there any information on the timing of olaparib administration around surgery?
US - Olaparib - IN3_Procedures_Surgery,"Should olaparib be held prior to, or after surgery?"
US - Olaparib - IN3_Procedures_Surgery,Restarting olaparib after surgery
US - Olaparib - IN3_Procedures_Surgery,Stopping olaparib before surgery
US - Olaparib - IN3_Procedures_Surgery,olaparib and surgery
US - Durvalumab - RE3_OngoingStudies_PACIFIC2,PACIFIC 2 trial design
US - Durvalumab - RE3_OngoingStudies_PACIFIC2,What were the results of the PACIFIC2 study
US - Durvalumab - RE3_OngoingStudies_PACIFIC2,imfinzi pac2
US - Durvalumab - RE3_OngoingStudies_PACIFIC2,imfinzi pacific 2
US - Olaparib - RE4_PublishedData_PROfound_HRQoL,What are the health-related quality of life results from PROfound?
US - Olaparib - RE4_PublishedData_PROfound_HRQoL,Profound HRQoL
US - Olaparib - RE4_PublishedData_PROfound_HRQoL,profound hrqol
US - Olaparib - RE4_PublishedData_PROfound_HRQoL,profound health related quality of life
US - Olaparib - RE4_PublishedData_PROfound_HRQoL,profound health related QoL
US - Capivasertib - CAPITELLO-291 SAFETY,What are the most common AEs in Capitello-291?
US - Capivasertib - CAPITELLO-291 SAFETY,What are the most common AEs in Capitello-291?
US - Capivasertib - CAPITELLO-291 SAFETY,What are the AEs with capivasertib?
US - Capivasertib - CAPITELLO-291 SAFETY,Safety of capivasertib?
US - Capivasertib - CAPITELLO-291 SAFETY,Most common AEs with capivasertib?
US - Capivasertib - CAPITELLO-291 SAFETY,Capitello-291 safety profile
US - Osimertinib - RE4_PublishedData_ADAURA_Chemotherapy,Why didn't all patients in the ADAURA trial receive chemotherapy?
US - Osimertinib - RE4_PublishedData_ADAURA_Chemotherapy,ADAURA/adjuvant trial chemotherapy received
US - Osimertinib - RE4_PublishedData_ADAURA_Chemotherapy,adaura patients given chemo
US - Osimertinib - RE4_PublishedData_ADAURA_Chemotherapy,adaura chemo/chemotherapy population
US - Osimertinib - RE4_PublishedData_ADAURA_Chemotherapy,adaura chemo/chemotherapy patients
US - Osimertinib - RE4_PublishedData_ADAURA_Chemotherapy,Outcomes/results/efficacy for patients who did/didn't get adjuvant chemo in ADAURA
US - Osimertinib - SA2_AdverseEvents,What are the side effects of Tagrisso?
US - Osimertinib - SA2_AdverseEvents,adverse effects
US - Osimertinib - SA2_AdverseEvents,adverse reactions
US - Osimertinib - SA2_AdverseEvents,most common AE/ADRS
US - Osimertinib - SA2_AdverseEvents,AE
US - Osimertinib - SA2_AdverseEvents,ADR
US - Durvalumab - CI1_Contraindications,What are the contraindications of Imfinzi?
US - Durvalumab - CI1_Contraindications,imfinzi contraindications
US - Acalabrutinib - IN3_Subgroup_Pediatrics,calquence and pediatric patients
US - Acalabrutinib - IN3_Subgroup_Pediatrics,Acalabrutinib in patients less than 18 years
US - Acalabrutinib - IN3_Subgroup_Pediatrics,Calquence in childrenIs
US - Acalabrutinib - IN3_Subgroup_Pediatrics,Calquence indicated in pediatrics patients?
US - T-dxd - IN3_GIT_Gastric,ENHERTU and gastric cancer
US - T-dxd - IN3_GIT_Gastric,What is the efficacy of ENHERTU in gastric cancer?
US - T-dxd - IN3_GIT_Gastric,ENHERTU Gastric cancer trials
US - Durvalumab - AD3_Coadministration_COVIDVaccine,Can a patient on Imfinzi® (durvalumab) receive a COVID vaccine?
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,IMFINZI/IMJUDO ASCO 2024
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,IMFINZI ASCO
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,IMFINZI ASCO 2024
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,IMFINZI ASCO congress
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,IMFINZI ASCO conference posters
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,Durvalumab/tremelimumab ASCO 2024 posters
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,Hepatocellular carcinoma ASCO 2024
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,hepatocellular cancer ASCO 2024
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,HCC ASCO 2024
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,liver cancer data ASCO 2024
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,Durvalumab ASCO 2024 posters
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,Imfinzi AEGEAN ASCO
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,Imfinzi AEGEAN ASCO 2024
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,AEGEAN ASCO
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,AEGEAN ASCO 2024
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,Imfinzi ADRIATIC ASCO
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,Imfinzi ADRIATIC ASCO 2024
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,ADRIATIC ASCO
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,ADRIATIC ASCO 2024
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,Imfinzi COAST ASCO
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,Imfinzi COAST ASCO 2024
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,TRITON COAST
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,TRITON COAST 2024
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,Imfinzi eVOLVE-Lung02 ASCO
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,Imfinzi eVOLVE-Lung02 ASCO 2024
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,eVOLVE-Lung02 ASCO
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,eVOLVE-Lung02 ASCO 2024
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,Imfinzi TRITON ASCO
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,Imfinzi TRITON ASCO 2024
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,TRITON ASCO
US - Durvalumab - SS4_CONTACTPHARMAGROUP_ASCOCONGRESS_ASCO2024,TRITON ASCO 2024
US - Olaparib - RE4_PublishedData_PAOLA1_Safety,What is the safety of PAOLA-1
US - Olaparib - RE4_PublishedData_PAOLA1_Safety,PAOLA-1 safety
US - Olaparib - RE4_PublishedData_PAOLA1_Safety,"PAOLA-1 safety results,"
US - Olaparib - RE4_PublishedData_PAOLA1_Safety,PAOLA-1 updated safety
US - Olaparib - RE4_PublishedData_PAOLA1_Safety,PAOLA-1 updated safety results
US - Olaparib - RE4_PublishedData_PAOLA1_Safety,PAOLA-1 long-term safety
US - Olaparib - RE4_PublishedData_PAOLA1_Safety,PAOLA-1 5 year safety data
US - Olaparib - RE4_PublishedData_PAOLA1_Safety,PAOLA-1 5-year safety
US - Olaparib - RE4_PublishedData_PAOLA1_Safety,PAOLA-1 long-term safety data
US - Durvalumab - AD4_Coadministration_Oncology_PD1Inhibitors,Combination treatment with another checkpoint inhibitor
US - Olaparib - RE3_PUBLISHEDDATA_DUO-O,DUO-O
US - Olaparib - RE3_PUBLISHEDDATA_DUO-O,DUO-O study
US - Olaparib - RE3_PUBLISHEDDATA_DUO-O,What is the Study deisgn of DUO-O
US - Olaparib - RE3_PUBLISHEDDATA_DUO-O,Lynparza DUO-O
US - Olaparib - RE3_PUBLISHEDDATA_DUO-O,Imfinzi DUO-O
US - Durvalumab - RE4_PublishedData_HIMALAYA_Efficacy,What were the efficacy outcomes from HIMALAYA
US - Durvalumab - RE4_PublishedData_HIMALAYA_Efficacy,Efficacy results/data for Himalaya
US - Durvalumab - RE4_PublishedData_HIMALAYA_Efficacy,Overall survival (OS) results in Himalaya
US - Durvalumab - RE4_PublishedData_HIMALAYA_Efficacy,Objective response rate (ORR) results in Himalaya
US - Durvalumab - RE4_PublishedData_HIMALAYA_Efficacy,Progression free survival (PFS) results in Himalaya
US - Durvalumab - RE4_PublishedData_HIMALAYA_Efficacy,Updated Overall survival data for the HIMALAYA trial
US - Durvalumab - RE4_PublishedData_HIMALAYA_Efficacy,Updated efficacy data for the HIMALAYA trial
US - T-dxd - IN3_GIT_CRC,Enhertu and colorectal cancer
US - T-dxd - IN3_GIT_CRC,What is the efficacy of Enhertu® in colorectal cancer?
US - T-dxd - IN3_GIT_CRC,ENHERTU CRC 
US - Tremelimumab- DI4_Drugs_Oncology_Durvalumab,Safety of treme in combo with durvalumab?
US - Tremelimumab- DI4_Drugs_Oncology_Durvalumab,treme safety
US - Tremelimumab- DI4_Drugs_Oncology_Durvalumab,AEs with treme/imjudo and durvalumab/imfinzi
US - T-DXd - SA3_AdverseEvents_Alopecia_Breast,What is the occurrence of Alopecia? ;
US - T-DXd - SA3_AdverseEvents_Alopecia_Breast,Alopecia and T-DXd;
US - T-DXd - SA3_AdverseEvents_Alopecia_Breast,Enhertu and Alopecia.
US - T-dxd - RE4_PublishedData_DESTINYLung01_HER2,DESTINY-Lung01 CNS
US - T-dxd - RE4_PublishedData_DESTINYLung01_HER2,DESTINY-Lung01 CNS mets/metastasis/metastases
US - T-dxd - RE4_PublishedData_DESTINYLung01_HER2,DESTINY-Lung01 brain mets/metastasis/metastases
US - T-dxd - RE4_PublishedData_DESTINYLung01_HER2,DESTINY-Lung01 subgroup analysis
US - T-dxd - RE4_PublishedData_DESTINYLung01_HER2,DESTINY-Lung01 HER2-mutant
US - T-dxd - RE4_PublishedData_DESTINYLung01_HER2,DESTINY-Lung01 Cohort 2
US - T-dxd - RE4_PublishedData_DESTINYLung01_HER2,"Apply all variations in the above utterances: Destiny-Lung 01, Destiny Lung 01, Destiny-Lung 1, Destiny Lung 1, DL-01, DL1, DL01, DL 1, DL 01"
US - Durvalumab - DO1_Dosing,Recommended dosage of Imfinzi® (durvalumab)
US - Durvalumab - DO1_Dosing,dosage for approved indications
US - Durvalumab - DO1_Dosing,imfinzi dose
US - Durvalumab - DO1_Dosing,imfinzi dosing
US - Capivasertib - CAPITELLO-290,Capitello-290 trial design
US - Capivasertib - CAPITELLO-290,What is the trial design for Capitello-290?
US - Capivasertib - CAPITELLO-290,Capitello-290 study overview 
US - Durvalumab - RE4_OngoingStudies_COAST,Summarizes COAST results
US - Durvalumab - RE4_OngoingStudies_COAST,imfinzi COAST
US - Durvalumab - RE3_OngoingStudies_PAC9,Details on study design of PACIFIC 9
US - Durvalumab - RE3_OngoingStudies_PAC9,Purpose of the PAC9 study
US - Durvalumab - RE3_OngoingStudies_PAC9,imfinzi pac9
US - Durvalumab - RE3_OngoingStudies_PAC9,imfinzi pacific 9
US - Osimertinib - DO3_Variations_BrainMets,Is 160 mg of osimertinib better than 80 mg for brain mets?
US - Osimertinib - DO3_Variations_BrainMets,higher dose of Tagrisso for brain mets/metastases
US - Osimertinib - DO3_Variations_BrainMets,tagrisso dose for brain metastases
US - Osimertinib - DO3_Variations_BrainMets,tagrisso brain metastases dose
US - Osimertinib - DI1_DrugInteractions,What are the drug drug interactions to be aware of with osimertinib?
US - Osimertinib - DI1_DrugInteractions,"DDI, DI"
US - Osimertinib - DI1_DrugInteractions,osimertinib plus x
US - Osimertinib - DI1_DrugInteractions,concomitant use
US - Osimertinib - DI1_DrugInteractions,drug interactions
US - Osimertinib - DI1_DrugInteractions,interactions
US - Osimertinib - DO3_Variations_CNS,What dose should I use for CNS disease?
US - Osimertinib - DO3_Variations_CNS,How can I use osimertinib for CNS progression/metastasis? 
US - Capivasertib - SS4_HCPSUPPORT_RESOURCES_PRESCRIBINGINFORMATION,TRUQAP prescribing information
US - Capivasertib - SS4_HCPSUPPORT_RESOURCES_PRESCRIBINGINFORMATION,TRUQAP PI
US - Capivasertib - SS4_HCPSUPPORT_RESOURCES_PRESCRIBINGINFORMATION,capivasertib PI
US - Olaparib - EF1_Efficacy,What is the efficacy of Lynparza?
US - Olaparib - EF1_Efficacy,Lynparza/olparib efficacy
US - Olaparib - EF1_Efficacy,1Efficacy of Lynparza/olaparib
US - Acalabrutinib - CO3_Support_FinancialAssistance,Is there financial assistance for Calquence?
US - Acalabrutinib - CO3_Support_FinancialAssistance,patient support
US - Acalabrutinib - CO3_Support_FinancialAssistance,Acalabrutinib financial support 
US - Osimertinib - CI1_Contraindications,What are the contraindications for TAGRISSO?
US - Osimertinib - CI1_Contraindications,contraindicated
US - Osimertinib - CI1_Contraindications,contraindication
US - Osimertinib - CI1_Contraindications,What is TAGRISSO contraindicated for 
US - Durvalumab - DO3_Variations_DoseEscalation,Alternate dosing and dosing windows for Imfinzi® (durvalumab)
US - Durvalumab - DO3_Variations_DoseEscalation,imfinzi alternate dosing
US - Dato-dxd - CP2_MOA,What is the MOA of datopotamab deruxtecan?
US - Dato-dxd - CP2_MOA,Mechanism of Action
US - Dato-dxd - CP2_MOA,How does Dato-DXd work
US - Osimertinib - TE4_PreDrugUse_PlasmaTesting_EGFRm,Should plasma testing or tissue biopsy should be used for detecting EGFR mutations in patients with resectable NSCLC?
US - Osimertinib - TE4_PreDrugUse_PlasmaTesting_EGFRm,ctDNA in resectable NSCLC/early stage NSCLC
US - Olaparib - TE3_PreDrugUse_ctDNA,Do you have any data for circulating tumor DNA testing in prostate cancer? Lynparza
US - Olaparib - TE3_PreDrugUse_ctDNA,mCRPC ctDNA Lynparza
US - Olaparib - TE3_PreDrugUse_ctDNA,Plasma DNA Lynparza
US - Olaparib - TE3_PreDrugUse_ctDNA,Prostate cancer ctDNA Lynparza
US - Olaparib - TE3_PreDrugUse_ctDNA,results for ctDNA Lynparza
US - Olaparib - TE3_PreDrugUse_ctDNA,BRCA ctDNA Lynparza
US - Olaparib - TE3_PreDrugUse_ctDNA,ATM ctDNA Lynparza
US - Olaparib - TE3_PreDrugUse_ctDNA,FoundationOne Liquid CDxTM ctDNA test Lynparza
US - Olaparib - TE3_PreDrugUse_ctDNA,FoundationOne ctDNA test Lynparza
US - Olaparib - TE3_PreDrugUse_ctDNA,PROfound ctDNA
US - Olaparib - TE3_PreDrugUse_ctDNA,PROpel ctDNA
US - Durvalumab - DI1_DrugInteractions,Which drugs interact with Imfinzi® (durvalumab)?
US - Durvalumab - DI1_DrugInteractions,imfinzi drug interactions
US - Durvalumab - DI1_DrugInteractions,imfinzi di
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMOASIA2023,Tagrisso ESMO Asia
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMOASIA2023,Osimertinib ESMO Asia
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMOASIA2023,Tagrisso ESMO Asia 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMOASIA2023,Osimertinib ESMO Asia 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMOASIA2023,Tagrisso data from ESMO Asia 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMOASIA2023,Osimertinib data from ESMO Asia 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMOASIA2023,FLAURA2 ESMO Asia 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMOASIA2023,FLAURA2 Safety-Run in ESMO Asia 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMOASIA2023,FLAURA2 Safety Run-in Update ESMO Asia 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMOASIA2023,FLAURA2 Resistance
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMOASIA2023,FLAURA2 Resistance ESMO Asia 2023
US - Osimertinib - SS4_CONTACTPHARMAGROUP_ESMOCONGRESS_ESMOASIA2023,FLAURA2 Acquired Mechanisms of Resistance ESMO Asia 2023
US - Dato-dxd - SA4_AdverseEvents_Oncology_Lung_Mucositis,What was the incidence of oral mucositis/stomatitis and mucosal inflammation in the NSCLC trial?
US - Dato-dxd - SA4_AdverseEvents_Oncology_Lung_Mucositis,Oral mucositis incidence in NSCLC 
US - Dato-dxd - SA4_AdverseEvents_Oncology_Lung_Mucositis,Stomatitis in NSCLC
US - Dato-dxd - SA4_AdverseEvents_Oncology_Lung_Mucositis,Mucosal inflammation incidence in NSCLC 
US - Osimertinib - RE3_PublishedData_ADAURA,ADAURA
US - Osimertinib - RE3_PublishedData_ADAURA,Tagrisso adjuvant setting
US - Osimertinib - RE3_PublishedData_ADAURA,Efficacy outcomes in ADAURA
US - Osimertinib - RE3_PublishedData_ADAURA,results in resectable NSCLC/adjuvant setting
US - Durvalumab - IN4_Resp_NSCLC_ResectableNSCLC,Imfinzi resectable NSCLC
US - Durvalumab - IN4_Resp_NSCLC_ResectableNSCLC,Imfinzi rNSCLC
US - Acalabrutinib - SA4_AdverseEvents_Heme_Bleeding,bleeding/hemorrhage rates with calquence  
US - Acalabrutinib - SA4_AdverseEvents_Heme_Bleeding,Can you provide me with data on bleeding/hemorrhage rates for acalabrutinib in patients with CLL/MCL?  
US - Acalabrutinib - SA4_AdverseEvents_Heme_Bleeding,acalabrutininb and bleeding
US - Acalabrutinib - SA4_AdverseEvents_Heme_Bleeding,acalabrutinib and hemorrhage
US - Acalabrutinib - SA4_AdverseEvents_Heme_Bleeding,major hemorrhage with calquence 
US - Acalabrutinib - SA4_AdverseEvents_Heme_Bleeding,Can you provide me with data on bleeding/hemorrhage rates for acalabrutinib in patients with CLL/MCL?
US - Osimertinib - IN1_IndicationsClinicalUse,What are the indications for Tagrisso® (osimertinib)?
US - Osimertinib - IN1_IndicationsClinicalUse,patient populations
US - Osimertinib - IN1_IndicationsClinicalUse,Who can take Tagrisso
US - Osimertinib - IN1_IndicationsClinicalUse,What is Tagrisso for
US - Osimertinib - IN1_IndicationsClinicalUse,Newly launched indication of Tagrisso
US - Osimertinib - IN1_IndicationsClinicalUse,Does Tagrisso PI indicate the use of Tagrisso with CTx?
US - Osimertinib - IN1_IndicationsClinicalUse,Osimertinib approval in new indication 
US - Durvalumab - IN3_Resp_SCLC,Use of Imfinzi® (durvalumab) in patients with SCLC
US - Durvalumab - IN3_Resp_SCLC,imfinzi sclc
US - Durvalumab - IN3_Resp_SCLC,imfinzi essclc
US - Durvalumab - IN3_Resp_SCLC,imfinzi es-sclc
US - Olaparib - EF4_ClinicalTrials_Duration Of Efficacy_LongTerm,Is there any data in patients receiving Lynparza for more than 2 years?
US - Olaparib - EF4_ClinicalTrials_Duration Of Efficacy_LongTerm,Lynparza/olaparib more than 2 years
US - Olaparib - EF4_ClinicalTrials_Duration Of Efficacy_LongTerm,Olaparib duration more than 2 years
US - Olaparib - EF4_ClinicalTrials_Duration Of Efficacy_LongTerm,Lynparza duration more than 2 years
US - Camizestrant - RE3_PublishedData_SERENA3,What is the trial design for SERENA-3
US - Camizestrant - RE3_PublishedData_SERENA3,SERENA-3 results
US - Camizestrant - RE3_PublishedData_SERENA3,SERENA-3 SABCS 2023
US - Olaparib - IN3_Heme_MDS,"In patients who developed myelodysplastic syndrome/acute myeloid leukemia (MDS/AML), how long did patients receive Lynparza® (olaparib)?"
US - Olaparib - IN3_Heme_MDS,Lynparza time to onset of MDS/AML
US - Olaparib - IN3_Heme_MDS,Duration of Lynparza for MDS/AML
US - Olaparib - IN3_Heme_MDS,Duration of Lynparza with myelodysplastic syndrome/acute myeloid leukemia
US - Durvalumab - RE4_PublishedData_PACIFIC_Safety,What were the safety outcomes from PACIFIC?
US - Durvalumab - RE4_PublishedData_PACIFIC_Safety,imfinzi pacific safety
US - Olaparib - SA4_AdverseEvents_GIT_Pancreatic,What are the adverse events (AEs) in patients with pancreatic cancer receiving Lynparza® (olaparib)?
